Iteration,Chain,Parameter,value
1,1,score,-15.781183319297774
2,1,score,-15.781183319297774
3,1,score,-17.118774218993448
4,1,score,-17.118774218993448
5,1,score,-17.15716858401959
6,1,score,-17.15716858401959
7,1,score,-17.15716858401959
8,1,score,-16.07280182715796
9,1,score,-16.07280182715796
10,1,score,-16.07280182715796
11,1,score,-16.07280182715796
12,1,score,-16.20312003067719
13,1,score,-16.20312003067719
14,1,score,-16.20312003067719
15,1,score,-16.20312003067719
16,1,score,-15.718996857278764
17,1,score,-15.718996857278764
18,1,score,-17.028458113770057
19,1,score,-17.028458113770057
20,1,score,-16.251727021053984
21,1,score,-16.251727021053984
22,1,score,-16.251727021053984
23,1,score,-16.251727021053984
24,1,score,-16.251727021053984
25,1,score,-16.251727021053984
26,1,score,-16.251727021053984
27,1,score,-16.251727021053984
28,1,score,-16.251727021053984
29,1,score,-16.251727021053984
30,1,score,-16.588547665111843
31,1,score,-16.588547665111843
32,1,score,-16.588547665111843
33,1,score,-17.420655456293495
34,1,score,-17.420655456293495
35,1,score,-15.61628997580343
36,1,score,-15.61628997580343
37,1,score,-16.00142631921378
38,1,score,-16.115051753281904
39,1,score,-16.115051753281904
40,1,score,-16.130412884425883
41,1,score,-16.130412884425883
42,1,score,-15.912049584890035
43,1,score,-15.912049584890035
44,1,score,-15.912049584890035
45,1,score,-15.912049584890035
46,1,score,-15.912049584890035
47,1,score,-15.912049584890035
48,1,score,-15.671639932727036
49,1,score,-15.671639932727036
50,1,score,-15.671639932727036
51,1,score,-15.671639932727036
52,1,score,-15.671639932727036
53,1,score,-15.671639932727036
54,1,score,-15.626113678382858
55,1,score,-15.626113678382858
56,1,score,-15.626113678382858
57,1,score,-15.626113678382858
58,1,score,-15.626113678382858
59,1,score,-15.626113678382858
60,1,score,-15.626113678382858
61,1,score,-15.626113678382858
62,1,score,-15.626113678382858
63,1,score,-15.626113678382858
64,1,score,-15.626113678382858
65,1,score,-15.940349426248552
66,1,score,-15.940349426248552
67,1,score,-15.940349426248552
68,1,score,-15.931625435533174
69,1,score,-15.931625435533174
70,1,score,-15.931625435533174
71,1,score,-15.931625435533174
72,1,score,-15.931625435533174
73,1,score,-16.778011696808058
74,1,score,-16.320819454207342
75,1,score,-16.320819454207342
76,1,score,-15.70952227865175
77,1,score,-15.70952227865175
78,1,score,-16.559095010123613
79,1,score,-17.281959587555445
80,1,score,-17.281959587555445
81,1,score,-17.281959587555445
82,1,score,-17.281959587555445
83,1,score,-16.084244697302903
84,1,score,-16.084244697302903
85,1,score,-16.473503484420604
86,1,score,-16.473503484420604
87,1,score,-16.473503484420604
88,1,score,-16.473503484420604
89,1,score,-16.473503484420604
90,1,score,-16.473503484420604
91,1,score,-16.473503484420604
92,1,score,-16.269268445254657
93,1,score,-16.269268445254657
94,1,score,-16.60163611103727
95,1,score,-16.60163611103727
96,1,score,-16.60163611103727
97,1,score,-16.60163611103727
98,1,score,-16.60163611103727
99,1,score,-16.60163611103727
100,1,score,-16.63318080170381
101,1,score,-16.63318080170381
102,1,score,-16.63318080170381
103,1,score,-15.775064580872074
