Iteration,Chain,Parameter,value
1,1,score,-9.8538264025988
2,1,score,-9.874787056407508
3,1,score,-9.871712892684485
4,1,score,-9.871712892684485
5,1,score,-9.880556574430223
6,1,score,-9.880556574430223
7,1,score,-9.880556574430223
8,1,score,-9.904415528948773
9,1,score,-9.9055256867782
10,1,score,-9.322736467519109
11,1,score,-9.211230245920813
12,1,score,-9.57296381128629
13,1,score,-9.57296381128629
14,1,score,-9.57296381128629
15,1,score,-9.27262315617653
16,1,score,-9.199390035230577
17,1,score,-9.753717008786952
18,1,score,-10.336128045830005
19,1,score,-9.940679469515631
20,1,score,-9.410498433434038
21,1,score,-9.410498433434038
22,1,score,-9.973724510725
23,1,score,-9.973724510725
24,1,score,-10.093415580844752
25,1,score,-10.093415580844752
26,1,score,-16.61374626427978
27,1,score,-15.422020137779853
28,1,score,-15.422020137779853
29,1,score,-15.464355668523474
30,1,score,-16.639705103304195
31,1,score,-12.762563428082029
32,1,score,-12.918411826823501
33,1,score,-9.898225183714175
34,1,score,-9.248722234775784
35,1,score,-9.333308858211588
36,1,score,-9.467847578988057
37,1,score,-9.467847578988057
38,1,score,-9.467847578988057
39,1,score,-9.467847578988057
40,1,score,-9.393457556682918
41,1,score,-9.085415696955817
42,1,score,-9.085415696955817
43,1,score,-9.085415696955817
44,1,score,-9.085415696955817
45,1,score,-9.085415696955817
46,1,score,-9.085415696955817
47,1,score,-9.915838483769566
48,1,score,-10.033297585247212
49,1,score,-10.033297585247212
50,1,score,-9.915968188964882
51,1,score,-9.915968188964882
52,1,score,-9.915968188964882
53,1,score,-9.915968188964882
54,1,score,-10.013330289463013
55,1,score,-10.013330289463013
56,1,score,-10.261657989173912
57,1,score,-10.261657989173912
58,1,score,-9.917947583939853
59,1,score,-9.917947583939853
60,1,score,-9.282731561791795
61,1,score,-9.282731561791795
62,1,score,-9.140034099876189
63,1,score,-9.178435041031552
64,1,score,-10.090133193834394
65,1,score,-9.531478250209677
66,1,score,-9.531478250209677
67,1,score,-9.098802017990522
68,1,score,-10.110127620024958
69,1,score,-10.472833229154459
70,1,score,-10.472833229154459
71,1,score,-10.472833229154459
72,1,score,-10.472833229154459
73,1,score,-10.472833229154459
74,1,score,-9.266095136516352
75,1,score,-9.266095136516352
76,1,score,-9.266095136516352
77,1,score,-9.304564829464205
78,1,score,-9.328935733551763
79,1,score,-9.328935733551763
80,1,score,-9.328935733551763
81,1,score,-9.328935733551763
82,1,score,-9.328935733551763
83,1,score,-9.661821140212382
84,1,score,-9.210573396385136
85,1,score,-9.210573396385136
86,1,score,-9.210573396385136
87,1,score,-9.210573396385136
88,1,score,-9.210573396385136
89,1,score,-9.210573396385136
90,1,score,-9.401601406096418
91,1,score,-9.415002673642618
92,1,score,-9.415002673642618
93,1,score,-9.588771077157439
94,1,score,-9.588771077157439
95,1,score,-9.588771077157439
96,1,score,-9.779905217604664
97,1,score,-9.864994906842647
98,1,score,-10.753929312872444
99,1,score,-11.35361278655025
100,1,score,-9.88988675872887
101,1,score,-9.88988675872887
102,1,score,-9.536457185818099
103,1,score,-9.536457185818099
104,1,score,-9.849483102341543
105,1,score,-9.62832747832329
106,1,score,-9.62832747832329
107,1,score,-9.846079283541128
108,1,score,-9.80613429450184
109,1,score,-9.80613429450184
110,1,score,-9.80613429450184
111,1,score,-9.80613429450184
112,1,score,-9.768126590247828
113,1,score,-9.669568122489837
114,1,score,-9.804245903510314
115,1,score,-9.50480760021723
116,1,score,-9.868854766936899
117,1,score,-9.346706121562097
118,1,score,-9.208621739997326
119,1,score,-9.208621739997326
120,1,score,-9.208621739997326
121,1,score,-9.208621739997326
122,1,score,-9.208621739997326
123,1,score,-9.208621739997326
124,1,score,-9.208621739997326
125,1,score,-9.09554446085793
126,1,score,-9.303644200914885
127,1,score,-9.66055076894656
128,1,score,-9.501068609116611
129,1,score,-9.367235027803918
130,1,score,-9.367235027803918
131,1,score,-9.367235027803918
132,1,score,-9.367235027803918
133,1,score,-9.295066496169866
134,1,score,-9.295066496169866
135,1,score,-9.285966325458386
136,1,score,-9.285966325458386
137,1,score,-9.3870514522383
138,1,score,-10.044328338535529
139,1,score,-10.044328338535529
140,1,score,-9.996615877687248
141,1,score,-9.996615877687248
142,1,score,-9.996615877687248
143,1,score,-9.168549773619588
144,1,score,-9.168549773619588
145,1,score,-10.27118925491057
146,1,score,-10.27118925491057
147,1,score,-10.27118925491057
148,1,score,-9.838036521362609
149,1,score,-9.838036521362609
150,1,score,-9.838036521362609
151,1,score,-9.772648056936152
152,1,score,-9.432548712186254
153,1,score,-9.085053577654847
154,1,score,-9.550698937664965
155,1,score,-9.391500325300514
156,1,score,-9.391473411569573
157,1,score,-9.142136310231164
158,1,score,-9.11825943546434
159,1,score,-9.11825943546434
160,1,score,-9.8919784916388
161,1,score,-9.8919784916388
162,1,score,-9.74983256245109
163,1,score,-9.6243016346812
164,1,score,-9.860724752966618
165,1,score,-9.757657744233049
166,1,score,-9.757657744233049
167,1,score,-9.85802907280367
168,1,score,-9.754773697426286
169,1,score,-9.674379116942957
170,1,score,-9.674379116942957
171,1,score,-9.674379116942957
172,1,score,-9.674379116942957
173,1,score,-9.674379116942957
174,1,score,-9.869610629872597
175,1,score,-9.525304169883556
176,1,score,-9.525304169883556
177,1,score,-9.714951650620625
178,1,score,-10.457786931012052
179,1,score,-10.457786931012052
180,1,score,-10.536170890337885
181,1,score,-10.536170890337885
182,1,score,-10.536170890337885
183,1,score,-10.536170890337885
184,1,score,-10.536170890337885
185,1,score,-10.536170890337885
186,1,score,-9.771435538729158
187,1,score,-9.771435538729158
188,1,score,-9.771435538729158
189,1,score,-9.771435538729158
190,1,score,-9.554795545661626
191,1,score,-9.53488246515985
192,1,score,-9.752077313869151
193,1,score,-9.752077313869151
194,1,score,-9.951143389380398
195,1,score,-9.951143389380398
196,1,score,-9.471066641557066
197,1,score,-9.113572738261862
198,1,score,-9.188765724462765
199,1,score,-9.145842773396577
200,1,score,-9.145842773396577
201,1,score,-11.709911926478306
202,1,score,-11.709911926478306
203,1,score,-9.746468258301201
204,1,score,-9.746468258301201
205,1,score,-9.943447085674165
206,1,score,-9.943447085674165
207,1,score,-9.761048603904435
208,1,score,-9.941451552379593
209,1,score,-9.941451552379593
210,1,score,-9.941451552379593
211,1,score,-9.907735469397085
212,1,score,-9.907735469397085
213,1,score,-9.746303701922079
214,1,score,-9.887584775627959
215,1,score,-9.740987476153235
216,1,score,-9.749109884621086
217,1,score,-9.078633931460562
218,1,score,-9.078633931460562
219,1,score,-9.078633931460562
220,1,score,-11.058955797482284
221,1,score,-11.058955797482284
222,1,score,-11.494641148936594
223,1,score,-9.526054241710822
224,1,score,-10.108431593490952
225,1,score,-10.420728595446654
226,1,score,-10.199838399496524
227,1,score,-10.143867336176301
228,1,score,-10.323706378997091
229,1,score,-10.286605648699563
230,1,score,-10.885348283632805
231,1,score,-10.885348283632805
232,1,score,-10.909790201402437
233,1,score,-10.905279695586177
234,1,score,-10.905279695586177
235,1,score,-11.17259928534924
236,1,score,-9.138820236940898
237,1,score,-9.480384148602077
238,1,score,-9.480384148602077
239,1,score,-9.480384148602077
240,1,score,-9.480384148602077
241,1,score,-9.480384148602077
242,1,score,-9.086386420057604
243,1,score,-9.086386420057604
244,1,score,-9.086386420057604
245,1,score,-9.108884177813756
246,1,score,-9.170921258920497
247,1,score,-9.170921258920497
248,1,score,-9.170921258920497
249,1,score,-9.170921258920497
250,1,score,-9.304902029829549
251,1,score,-10.317463564280054
252,1,score,-10.317463564280054
253,1,score,-10.317463564280054
254,1,score,-10.090011971582147
255,1,score,-10.090011971582147
256,1,score,-10.090011971582147
257,1,score,-9.410223008739134
258,1,score,-9.567708368873927
259,1,score,-9.42794305383049
260,1,score,-9.107780700100367
261,1,score,-9.085603847082698
262,1,score,-9.517023816446837
263,1,score,-9.517023816446837
264,1,score,-9.517023816446837
265,1,score,-9.073274751270315
266,1,score,-9.231477280270813
267,1,score,-9.290180567415657
268,1,score,-9.290180567415657
269,1,score,-9.290180567415657
270,1,score,-9.290180567415657
271,1,score,-9.290180567415657
272,1,score,-9.979429293550815
273,1,score,-9.979429293550815
274,1,score,-9.593093072832414
275,1,score,-9.593093072832414
276,1,score,-9.593093072832414
277,1,score,-9.593093072832414
278,1,score,-9.593093072832414
279,1,score,-9.593093072832414
280,1,score,-9.593093072832414
281,1,score,-9.593093072832414
282,1,score,-10.707302896221321
283,1,score,-10.707302896221321
284,1,score,-9.325348848674269
285,1,score,-9.92470619373762
286,1,score,-9.92470619373762
287,1,score,-10.037708909470178
288,1,score,-9.592147934962783
289,1,score,-9.85414853792696
290,1,score,-9.083386062132586
291,1,score,-9.082014587562236
292,1,score,-9.460698818149949
293,1,score,-9.460698818149949
294,1,score,-9.460698818149949
295,1,score,-9.817038183441467
296,1,score,-9.817038183441467
297,1,score,-9.081544773112403
298,1,score,-9.081544773112403
299,1,score,-10.425776457362138
300,1,score,-9.747461535098497
301,1,score,-9.747461535098497
302,1,score,-10.241844152669872
303,1,score,-9.887164659264512
304,1,score,-9.887164659264512
305,1,score,-10.039087143931926
306,1,score,-10.039087143931926
307,1,score,-9.463508029027555
308,1,score,-9.819532340397897
309,1,score,-9.293351606739275
310,1,score,-9.293351606739275
311,1,score,-9.222367050887737
312,1,score,-9.222367050887737
313,1,score,-9.222367050887737
314,1,score,-9.222367050887737
315,1,score,-9.812649095517074
316,1,score,-9.812649095517074
317,1,score,-10.033987910230518
318,1,score,-10.033987910230518
319,1,score,-10.033987910230518
320,1,score,-9.929261158425364
321,1,score,-10.000532898710258
322,1,score,-9.912733216266089
323,1,score,-9.933336947583959
324,1,score,-10.11463751709285
325,1,score,-9.970650445166683
326,1,score,-9.62579780423464
327,1,score,-9.62579780423464
328,1,score,-9.62579780423464
329,1,score,-9.308064240404128
330,1,score,-9.308064240404128
331,1,score,-9.380103175032058
332,1,score,-11.018493625459442
333,1,score,-12.23628590583484
334,1,score,-10.952168375896795
335,1,score,-9.641166797760782
336,1,score,-9.641166797760782
337,1,score,-9.641166797760782
338,1,score,-9.641166797760782
339,1,score,-9.714970120563647
340,1,score,-9.714970120563647
341,1,score,-9.714970120563647
342,1,score,-9.445857938729931
343,1,score,-9.445857938729931
344,1,score,-9.445857938729931
345,1,score,-9.245923126556908
346,1,score,-9.245923126556908
347,1,score,-9.245923126556908
348,1,score,-9.093096418273786
349,1,score,-9.093096418273786
350,1,score,-9.093096418273786
351,1,score,-9.093096418273786
352,1,score,-9.093096418273786
353,1,score,-9.093096418273786
354,1,score,-9.093096418273786
355,1,score,-9.093096418273786
356,1,score,-9.495576437540977
357,1,score,-9.495576437540977
358,1,score,-10.157157959034835
359,1,score,-10.947857794695501
360,1,score,-10.34150080220703
361,1,score,-9.088161086073427
362,1,score,-9.326056768076135
363,1,score,-9.326056768076135
364,1,score,-9.326056768076135
365,1,score,-9.326056768076135
366,1,score,-9.326056768076135
367,1,score,-9.326056768076135
368,1,score,-9.326056768076135
369,1,score,-9.326056768076135
370,1,score,-9.326056768076135
371,1,score,-9.326056768076135
372,1,score,-9.326056768076135
373,1,score,-9.89976696066978
374,1,score,-9.89976696066978
375,1,score,-9.53367156461977
376,1,score,-9.53367156461977
377,1,score,-9.53367156461977
378,1,score,-10.305566681140206
379,1,score,-10.305566681140206
380,1,score,-9.676346632368581
381,1,score,-9.676346632368581
382,1,score,-9.676346632368581
383,1,score,-9.676346632368581
384,1,score,-9.925550328286867
385,1,score,-9.925550328286867
386,1,score,-9.925550328286867
387,1,score,-9.925550328286867
388,1,score,-9.299664171692719
389,1,score,-9.299664171692719
390,1,score,-9.299664171692719
391,1,score,-9.299664171692719
392,1,score,-9.891838312232291
393,1,score,-9.882132811819332
394,1,score,-9.882132811819332
395,1,score,-9.784989024360225
396,1,score,-9.784989024360225
397,1,score,-9.071866432699832
398,1,score,-9.071866432699832
399,1,score,-9.071866432699832
400,1,score,-9.604721169058882
401,1,score,-10.398944041125967
402,1,score,-10.40589236709848
403,1,score,-9.3913995209977
404,1,score,-9.3913995209977
405,1,score,-9.30130878369206
406,1,score,-9.385582297135906
407,1,score,-9.21885404739112
408,1,score,-9.21885404739112
409,1,score,-9.7428210679526
410,1,score,-9.7428210679526
411,1,score,-9.354090124610115
412,1,score,-9.277640358234299
413,1,score,-9.277640358234299
414,1,score,-9.277640358234299
415,1,score,-9.118275335384622
416,1,score,-9.118275335384622
417,1,score,-9.118275335384622
418,1,score,-9.118275335384622
419,1,score,-9.118275335384622
420,1,score,-9.849483944914864
421,1,score,-9.849483944914864
422,1,score,-9.448911856070529
423,1,score,-9.448911856070529
424,1,score,-9.94838433822915
425,1,score,-9.94838433822915
426,1,score,-9.94838433822915
427,1,score,-10.602600731650483
428,1,score,-10.63640580673566
429,1,score,-10.63640580673566
