Iteration,Chain,Parameter,value
1,1,score,-3.072310955829835
2,1,score,-3.072310955829835
3,1,score,-3.072646403464859
4,1,score,-3.060560431836372
5,1,score,-3.060560431836372
6,1,score,-3.0619091080927423
7,1,score,-3.0637135408583807
8,1,score,-3.064085416621332
9,1,score,-3.0011387656447046
10,1,score,-3.0009101539136016
11,1,score,-3.001264415456966
12,1,score,-3.000875294986209
13,1,score,-3.0223952728856607
14,1,score,-3.0226389736761097
15,1,score,-3.0230805053140704
16,1,score,-3.022303208899189
17,1,score,-3.0013819681193543
18,1,score,-3.1768114460111225
19,1,score,-3.1768114460111225
20,1,score,-3.0251786055235645
21,1,score,-3.7525490937647636
22,1,score,-3.0135122558905114
23,1,score,-3.0135129357554225
24,1,score,-3.014508239338675
25,1,score,-3.014508239338675
26,1,score,-3.014508239338675
27,1,score,-3.0145415734884087
28,1,score,-3.0145415734884087
29,1,score,-3.0145415734884087
30,1,score,-3.0472622882740272
31,1,score,-3.044360459063228
32,1,score,-3.044191994551682
33,1,score,-3.0445793594640524
34,1,score,-3.04580775848406
35,1,score,-3.04580775848406
36,1,score,-3.04580775848406
37,1,score,-3.0474787192747432
38,1,score,-3.0474787192747432
39,1,score,-3.0016890508674483
40,1,score,-3.0016890508674483
41,1,score,-3.0016890508674483
42,1,score,-3.0016890508674483
43,1,score,-3.0017185861115014
44,1,score,-3.001400342910707
45,1,score,-3.001400342910707
46,1,score,-3.0015059888981956
47,1,score,-3.0017545345215315
48,1,score,-3.0012988870326827
49,1,score,-3.0012988870326827
50,1,score,-3.0012643579050935
51,1,score,-4.367307777295913
52,1,score,-4.396828076200038
53,1,score,-4.4053429720295725
54,1,score,-4.378258462461012
55,1,score,-4.450229362242812
56,1,score,-4.434688496941843
57,1,score,-3.0969701132942835
58,1,score,-3.0975774218178818
59,1,score,-3.1008282206915756
60,1,score,-3.1034036345470644
61,1,score,-3.1034036345470644
62,1,score,-3.0051547089343633
63,1,score,-3.012288656459113
64,1,score,-3.012288656459113
65,1,score,-3.0113821542078445
66,1,score,-3.0096085109125927
67,1,score,-3.009600703437521
68,1,score,-2.998900413956385
69,1,score,-4.520710566391106
70,1,score,-4.530168408453481
71,1,score,-3.005822308529425
72,1,score,-3.069670593447768
73,1,score,-3.071064540842784
74,1,score,-3.032047890729118
75,1,score,-3.032047890729118
76,1,score,-3.031597792547118
77,1,score,-2.9986260931211537
78,1,score,-3.026606714455369
79,1,score,-3.026280465172548
80,1,score,-3.026280465172548
81,1,score,-3.0121081810731387
82,1,score,-3.0128115550027776
83,1,score,-3.0210914020452866
